Mechanism,Accuracy,Avg_Samples,Reduction,Time
PositiveN,0.5679389312977099,8.780152671755726,78.04961832061068,0.05125761032104492
ConsistencyN,0.549618320610687,16.91145038167939,57.72137404580152,0.0367121696472168
