Threshold,Accuracy,Avg_Samples,Reduction
0.1,0.5389312977099237,5.30381679389313,86.74045801526718
0.2,0.5374045801526718,5.363358778625954,86.59160305343512
0.3,0.5450381679389313,6.62442748091603,83.43893129770991
0.4,0.5557251908396946,7.8290076335877865,80.42748091603053
0.5,0.5679389312977099,8.780152671755726,78.04961832061068
0.6,0.5709923664122137,10.662595419847328,73.34351145038168
0.7,0.5740458015267176,11.964885496183205,70.08778625954199
